,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
56,reassortant,7.990347000000001,0.999133,,0.997736,1.0,0.998694,,,1.0,"{8: 1.0, 1: 0.99913300000000005, 3: 0.99773599999999996, 4: 1.0, 5: 0.99869399999999997}",A/blue-winged teal/New Brunswick/00599/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/green-winged teal/New Brunswick/00335/2010,2010-08-08,Canada,Green-Winged Teal/Avian,False,New Brunswick,H3N8
57,reassortant,7.988616,0.999133,,0.997736,0.999425,0.998694,,,,"{1: 0.99913300000000005, 3: 0.99773599999999996, 4: 0.99942500000000001, 5: 0.99869399999999997}",A/blue-winged teal/New Brunswick/00595/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/green-winged teal/New Brunswick/00335/2010,2010-08-08,Canada,Green-Winged Teal/Avian,False,New Brunswick,H3N8
58,reassortant,7.988616,0.999133,,0.997736,0.999425,0.998694,,,,"{1: 0.99913300000000005, 3: 0.99773599999999996, 4: 0.99942500000000001, 5: 0.99869399999999997}",A/blue-winged teal/New Brunswick/00598/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/green-winged teal/New Brunswick/00335/2010,2010-08-08,Canada,Green-Winged Teal/Avian,False,New Brunswick,H3N8
59,full_complement,7.708361999999999,0.924439,0.972366,0.971467,0.949063,0.929221,0.984017,0.984725,0.993064,"{1: 0.92443900000000001, 2: 0.97236599999999995, 3: 0.97146699999999997, 4: 0.94906299999999999, 5: 0.92922099999999996, 6: 0.98401700000000003, 7: 0.98472499999999996, 8: 0.99306399999999995}",A/northern pintail/Interior Alaska/10BM02585R0/2010,2010-06-22,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/American black duck/New Brunswick/03552/2009,2009-09-11,Canada,American Black Duck/Avian,False,New Brunswick,H4N6
60,full_complement,7.755788999999998,0.920243,0.969344,0.949568,0.984822,0.974026,0.989576,0.978615,0.989595,"{1: 0.92024300000000003, 2: 0.96934399999999998, 3: 0.94956799999999997, 4: 0.98482199999999998, 5: 0.97402599999999995, 6: 0.98957600000000001, 7: 0.97861500000000001, 8: 0.989595}",A/blue-winged teal/Wisconsin/11OS3027/2011,2011-10-02,USA,Blue-Winged Teal/Avian,False,Wisconsin,H4N6,A/American black duck/New Brunswick/03552/2009,2009-09-11,Canada,American Black Duck/Avian,False,New Brunswick,H4N6
61,full_complement,7.744534999999999,0.970013,0.977116,0.971377,0.942509,0.938312,0.980542,0.971602,0.993064,"{1: 0.97001300000000001, 2: 0.97711599999999998, 3: 0.97137700000000005, 4: 0.94250900000000004, 5: 0.93831200000000003, 6: 0.98054200000000002, 7: 0.97160199999999997, 8: 0.99306399999999995}",A/blue winged-teal/Wisconsin/12OS4239/2012,2012-10-13,USA,Blue-Winged Teal/Avian,False,Wisconsin,H3N2,A/blue-winged teal/Ohio/12OS2154/2012,2012-09-15,USA,Blue-Winged Teal/Avian,False,Ohio,H3N2
62,full_complement,7.726854,0.953619,0.972366,0.990489,0.910526,0.983073,0.979847,0.96507,0.971864,"{1: 0.95361899999999999, 2: 0.97236599999999995, 3: 0.99048899999999995, 4: 0.91052599999999995, 5: 0.98307299999999997, 6: 0.97984700000000002, 7: 0.96506999999999998, 8: 0.97186399999999995}",A/blue-winged teal/Missouri/10MO003/2010,2010-09-15,USA,Blue-Winged Teal/Avian,False,Missouri,H4N6,A/American black duck/New Brunswick/00469/2010,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,H4N6
63,full_complement,7.995868,0.999566,1.0,1.0,1.0,0.998697,0.998611,0.998994,1.0,"{1: 0.99956599999999995, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99869699999999995, 6: 0.99861100000000003, 7: 0.99899400000000005, 8: 1.0}",A/northern pintail/Interior Alaska/9BM10877R0/2009,2009-08-17,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/northern pintail/Interior Alaska/9BM6039R0/2009,2009-08-02,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6
64,full_complement,7.722702,0.958981,0.964162,0.94067,0.949192,0.943506,0.986101,0.987026,0.993064,"{1: 0.95898099999999997, 2: 0.96416199999999996, 3: 0.94067000000000001, 4: 0.94919200000000004, 5: 0.94350599999999996, 6: 0.98610100000000001, 7: 0.98702599999999996, 8: 0.99306399999999995}",A/blue-winged teal/Wisconsin/10OS3092/2010,2010-10-03,USA,Blue-Winged Teal/Avian,False,Wisconsin,H3N6,A/green-winged teal/Minnesota/Sg-01000/2008,2008-09-11,USA,Green-Winged Teal/Avian,False,Minnesota,H3N6
65,full_complement,7.666491,0.9568220000000001,0.967014,0.970922,0.963218,0.943506,0.937457,0.961078,0.966474,"{1: 0.95682200000000006, 2: 0.96701400000000004, 3: 0.97092199999999995, 4: 0.96321800000000002, 5: 0.94350599999999996, 6: 0.93745699999999998, 7: 0.96107799999999999, 8: 0.96647400000000006}",A/blue-winged teal/Missouri/10MO0011/2010,2010-09-15,USA,Blue-Winged Teal/Avian,False,Missouri,H3N6,A/green-winged teal/Minnesota/Sg-01000/2008,2008-09-11,USA,Green-Winged Teal/Avian,False,Minnesota,H3N6
66,full_complement,7.694155,0.928325,0.966753,0.938859,0.985057,0.995455,0.933982,0.98503,0.960694,"{1: 0.92832499999999996, 2: 0.96675299999999997, 3: 0.938859, 4: 0.98505699999999996, 5: 0.99545499999999998, 6: 0.93398199999999998, 7: 0.98502999999999996, 8: 0.96069400000000005}",A/mallard/Wisconsin/10OS3866/2010,2010-11-13,USA,Mallard/Avian,False,Wisconsin,H3N6,A/green-winged teal/Minnesota/Sg-01000/2008,2008-09-11,USA,Green-Winged Teal/Avian,False,Minnesota,H3N6
67,full_complement,7.7244779999999995,0.927893,0.966753,0.981884,0.98046,0.939255,0.991649,0.977046,0.959538,"{1: 0.92789299999999997, 2: 0.96675299999999997, 3: 0.98188399999999998, 4: 0.98046, 5: 0.93925499999999995, 6: 0.991649, 7: 0.97704599999999997, 8: 0.959538}",A/mallard/Ohio/11OS2049/2011,2011-08-17,USA,Mallard/Avian,False,Ohio,H3N6,A/green-winged teal/Minnesota/Sg-01000/2008,2008-09-11,USA,Green-Winged Teal/Avian,False,Minnesota,H3N6
68,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/American black duck/New Brunswick/02656/2007,2007-09-24,Canada,American Black Duck/Avian,False,New Brunswick,H3N8,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
69,full_complement,7.834337,0.964752,0.991714,0.986413,0.994828,0.936767,0.99234,0.998004,0.969519,"{1: 0.96475200000000005, 2: 0.99171399999999998, 3: 0.98641299999999998, 4: 0.99482800000000005, 5: 0.93676700000000002, 6: 0.99234, 7: 0.998004, 8: 0.96951900000000002}",A/blue-winged teal/Prince Edward Island/03927/2009,2009-08-19,Canada,Blue-Winged Teal/Avian,False,Prince Edward Island,H3N8,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
70,full_complement,7.704832,0.993473,0.990933,0.962385,0.925862,0.94401,0.952583,0.976048,0.959538,"{1: 0.99347300000000005, 2: 0.99093299999999995, 3: 0.96238500000000005, 4: 0.92586199999999996, 5: 0.94401000000000002, 6: 0.95258299999999996, 7: 0.97604800000000003, 8: 0.959538}",A/mallard/New Jersey/Sg-00892/2008,2008-09-20,USA,Mallard/Avian,False,New Jersey,H3N8,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
71,reassortant,7.687473000000001,0.941253,,0.977355,,,,0.997006,0.996532,"{8: 0.99653199999999997, 1: 0.94125300000000001, 3: 0.97735499999999997, 7: 0.99700599999999995}",A/American black duck/New Brunswick/03534/2009,2009-09-10,Canada,American Black Duck/Avian,True,New Brunswick,H4N6,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
72,full_complement,7.70373,0.993037,0.990842,0.962385,0.925287,0.94401,0.952583,0.976048,0.959538,"{1: 0.99303699999999995, 2: 0.990842, 3: 0.96238500000000005, 4: 0.92528699999999997, 5: 0.94401000000000002, 6: 0.95258299999999996, 7: 0.97604800000000003, 8: 0.959538}",A/mallard/New Jersey/Sg-00895/2008,2008-09-20,USA,Mallard/Avian,False,New Jersey,H3N8,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
73,reassortant,7.747775000000001,0.962141,,0.984149,,0.955758,,0.976048,0.996532,"{8: 0.99653199999999997, 1: 0.96214100000000002, 3: 0.98414900000000005, 5: 0.955758, 7: 0.97604800000000003}",A/shorebird/Delaware Bay/351/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N9,A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
74,full_complement,7.948162,0.996517,0.999133,0.992704,0.997689,0.992188,0.999298,0.981038,0.989595,"{1: 0.99651699999999999, 2: 0.99913300000000005, 3: 0.99270400000000003, 4: 0.99768900000000005, 5: 0.99218799999999996, 6: 0.99929800000000002, 7: 0.98103799999999997, 8: 0.989595}",A/northern shoveler/Interior Alaska/7MP1033/2007,2007-09-12,USA,Northern Shoveler/Avian,False,Interior Alaska,H3N8,A/northern shoveler/Interior Alaska/7MP1766/2007,2007-09-04,USA,Northern Shoveler/Avian,False,Interior Alaska,H3N8
75,full_complement,7.743459,0.983528,0.974437,0.9415789999999999,0.950667,0.987582,0.959887,0.982036,0.963743,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94157899999999994, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.95988700000000005, 7: 0.98203600000000002, 8: 0.96374300000000002}",A/mallard/California/2576P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
76,full_complement,7.740366000000001,0.983528,0.974003,0.934277,0.950667,0.994118,0.959887,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.97400299999999995, 3: 0.93427700000000002, 4: 0.95066700000000004, 5: 0.99411799999999995, 6: 0.95988700000000005, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2578P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
77,full_complement,7.740801,0.983095,0.974437,0.941123,0.950087,0.987582,0.960591,0.982036,0.96185,"{1: 0.98309500000000005, 2: 0.974437, 3: 0.94112300000000004, 4: 0.95008700000000001, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2561P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
78,full_complement,7.741256,0.983528,0.974003,0.9415789999999999,0.950087,0.987582,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.97400299999999995, 3: 0.94157899999999994, 4: 0.95008700000000001, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2569P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
79,full_complement,7.746421999999999,0.983528,0.974437,0.9415789999999999,0.950667,0.987582,0.960591,0.982036,0.966002,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94157899999999994, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96600200000000003}",A/mallard/California/2576V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
80,full_complement,7.743431,0.983528,0.974437,0.942036,0.950667,0.987582,0.961295,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96129500000000001, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2568V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
81,full_complement,7.742073,0.983528,0.974437,0.942036,0.950667,0.986928,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98692800000000003, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2550P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
82,full_complement,7.742997,0.983528,0.974003,0.942036,0.950667,0.987582,0.961295,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.97400299999999995, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96129500000000001, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2568P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
83,full_complement,7.742073,0.983528,0.974437,0.942036,0.950667,0.986928,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98692800000000003, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2547V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
84,full_complement,7.742727,0.983528,0.974437,0.942036,0.950667,0.987582,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2521P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
85,full_complement,7.741256,0.983528,0.974003,0.9415789999999999,0.950087,0.987582,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.97400299999999995, 3: 0.94157899999999994, 4: 0.95008700000000001, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2569V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
86,full_complement,7.74164,0.983095,0.974437,0.942036,0.950667,0.986928,0.960591,0.982036,0.96185,"{1: 0.98309500000000005, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98692800000000003, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2540P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
87,full_complement,7.75092,0.983962,0.957465,0.965769,0.950667,0.987582,0.960591,0.983034,0.96185,"{1: 0.983962, 2: 0.95746500000000001, 3: 0.96576899999999999, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98303399999999996, 8: 0.96184999999999998}",A/mallard/California/2556P/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
88,full_complement,7.742727,0.983528,0.974437,0.942036,0.950667,0.987582,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2521V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
89,full_complement,7.740225000000001,0.983095,0.974437,0.941123,0.950667,0.987582,0.960591,0.982036,0.960694,"{1: 0.98309500000000005, 2: 0.974437, 3: 0.94112300000000004, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96069400000000005}",A/mallard/California/2549V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
90,full_complement,7.750052,0.983962,0.956597,0.965769,0.950667,0.987582,0.960591,0.983034,0.96185,"{1: 0.983962, 2: 0.95659700000000003, 3: 0.96576899999999999, 4: 0.95066700000000004, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98303399999999996, 8: 0.96184999999999998}",A/mallard/California/2556V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
91,full_complement,7.742073,0.983528,0.974437,0.942036,0.950667,0.986928,0.960591,0.982036,0.96185,"{1: 0.98352799999999996, 2: 0.974437, 3: 0.94203599999999998, 4: 0.95066700000000004, 5: 0.98692800000000003, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2550V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
92,full_complement,7.744361,0.98743,0.971837,0.942948,0.950087,0.987582,0.960591,0.982036,0.96185,"{1: 0.98743000000000003, 2: 0.97183699999999995, 3: 0.94294800000000001, 4: 0.95008700000000001, 5: 0.98758199999999996, 6: 0.96059099999999997, 7: 0.98203600000000002, 8: 0.96184999999999998}",A/mallard/California/2540V/2011,2011-08-12,USA,Mallard/Avian,False,California,H3N8,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,H3N8
93,full_complement,7.711475999999999,0.990501,0.93547,0.955869,0.976009,0.95098,0.936006,0.977046,0.989595,"{1: 0.99050099999999996, 2: 0.93547000000000002, 3: 0.95586899999999997, 4: 0.97600900000000002, 5: 0.95098000000000005, 6: 0.936006, 7: 0.97704599999999997, 8: 0.989595}",A/mallard/California/6517/2008,2008-11-05,USA,Mallard/Avian,False,California,H11N9,A/mallard/California/8118/2008,2008-10-19,USA,Mallard/Avian,True,California,H11N9
94,full_complement,7.941435,0.996978,0.999134,0.99818,0.997074,0.953595,0.996474,1.0,1.0,"{1: 0.99697800000000003, 2: 0.99913399999999997, 3: 0.99817999999999996, 4: 0.99707400000000002, 5: 0.95359499999999997, 6: 0.99647399999999997, 7: 1.0, 8: 1.0}",A/mallard/California/10125/2008,2008-12-13,USA,Mallard/Avian,False,California,H11N9,A/mallard/California/8118/2008,2008-10-19,USA,Mallard/Avian,True,California,H11N9
95,full_complement,7.798291,0.996075,0.963731,0.966848,0.987812,0.943396,0.980999,0.976791,0.982639,"{1: 0.99607500000000004, 2: 0.963731, 3: 0.96684800000000004, 4: 0.98781200000000002, 5: 0.94339600000000001, 6: 0.98099899999999995, 7: 0.97679099999999996, 8: 0.98263900000000004}",A/American green-winged teal/Interior Alaska/9BM6410R0/2009,2009-08-03,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/American black duck/New Brunswick/02496/2007,2007-09-18,Canada,American Black Duck/Avian,False,New Brunswick,H3N8
96,full_complement,7.700211000000001,0.969737,0.979332,0.973501,0.915627,0.964596,0.975018,0.963973,0.958427,"{1: 0.96973699999999996, 2: 0.97933199999999998, 3: 0.97350099999999995, 4: 0.91562699999999997, 5: 0.96459600000000001, 6: 0.97501800000000005, 7: 0.96397299999999997, 8: 0.95842700000000003}",A/chicken/Jiangsu/02/2008,2008-02-02,China,Chicken/Avian,False,Jiangsu,H9N2,A/chicken/Hebei/TS/2008,2008-01-01,China,Chicken/Avian,True,Hebei,H9N2
97,full_complement,7.864653999999999,0.985049,0.985476,0.965517,0.998278,0.982748,0.984214,0.982473,0.980899,"{1: 0.98504899999999995, 2: 0.98547600000000002, 3: 0.96551699999999996, 4: 0.998278, 5: 0.98274799999999995, 6: 0.98421400000000003, 7: 0.98247300000000004, 8: 0.98089899999999997}",A/chicken/Hebei/DF/2008,2008-03-01,China,Chicken/Avian,False,Hebei,H9N2,A/chicken/Hebei/TS/2008,2008-01-01,China,Chicken/Avian,True,Hebei,H9N2
98,full_complement,7.811625,0.989035,0.894019,0.990702,0.989437,0.971276,0.987407,0.997984,0.991765,"{1: 0.989035, 2: 0.89401900000000001, 3: 0.99070199999999997, 4: 0.98943700000000001, 5: 0.97127600000000003, 6: 0.98740700000000003, 7: 0.99798399999999998, 8: 0.99176500000000001}",A/chicken/Jiangsu/k0402/2010,2010-02-10,China,Chicken/Avian,False,Jiangsu,H5N1,A/grebe/Tyva/3/2009,2009-06-22,Russia,Grebe/Avian,False,Tyva,H5N1
99,full_complement,7.943269,0.992201,0.993071,0.995455,0.994834,0.988889,0.990455,0.991935,0.996429,"{1: 0.992201, 2: 0.99307100000000004, 3: 0.99545499999999998, 4: 0.994834, 5: 0.98888900000000002, 6: 0.99045499999999997, 7: 0.99193500000000001, 8: 0.99642900000000001}",A/duck/Hokkaido/WZ83/2010,2010-10-14,Japan,Duck/Avian,False,Hokkaido,H5N1,A/grebe/Tyva/3/2009,2009-06-22,Russia,Grebe/Avian,False,Tyva,H5N1
100,full_complement,7.8556919999999995,0.982729,0.974957,0.98279,0.98458,0.964958,0.981792,0.998004,0.985882,"{1: 0.98272899999999996, 2: 0.97495699999999996, 3: 0.98279000000000005, 4: 0.98458000000000001, 5: 0.96495799999999998, 6: 0.981792, 7: 0.998004, 8: 0.98588200000000004}",A/wild duck/Jilin/HF/2011,2011-04-25,China,Duck/Avian,False,Jilin,H5N1,A/grebe/Tyva/3/2009,2009-06-22,Russia,Grebe/Avian,False,Tyva,H5N1
101,full_complement,7.944711000000001,0.992201,0.993504,0.995455,0.994834,0.988889,0.990455,0.992944,0.996429,"{1: 0.992201, 2: 0.99350400000000005, 3: 0.99545499999999998, 4: 0.994834, 5: 0.98888900000000002, 6: 0.99045499999999997, 7: 0.99294400000000005, 8: 0.99642900000000001}",A/duck/Hokkaido/WZ101/2010,2010-10-14,Japan,Duck/Avian,False,Hokkaido,H5N1,A/grebe/Tyva/3/2009,2009-06-22,Russia,Grebe/Avian,False,Tyva,H5N1
